employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted,salary
38989,Operations,region_19,Master's & above,f,sourcing,1,48,5,4,0,59,0,31758
4979,Technology,region_6,Bachelor's,f,sourcing,1,29,3,4,0,78,0,37165
23103,Sales & Marketing,region_26,Bachelor's,m,other,1,34,3,7,0,49,0,19974
39242,Sales & Marketing,region_31,,f,other,1,27,3,3,0,50,0,59261
10871,Technology,region_2,Master's & above,m,sourcing,2,60,4,5,0,78,0,47227
46133,Sales & Marketing,region_18,Bachelor's,m,other,1,29,,1,0,50,0,14761
45609,Analytics,region_28,Master's & above,m,other,2,32,4,5,0,88,0,49512
29652,Technology,region_5,Master's & above,m,other,1,47,5,7,0,81,0,79466
52238,HR,region_32,Bachelor's,m,sourcing,1,30,3,4,0,48,0,35892
39099,HR,region_2,Bachelor's,m,other,1,52,4,3,0,46,0,23782
55906,Technology,region_27,Bachelor's,f,sourcing,1,30,3,4,0,77,0,17232
59118,Sales & Marketing,region_2,Master's & above,f,other,1,41,1,6,0,51,0,45463
71255,Analytics,region_25,Master's & above,m,other,1,37,3,10,0,84,1,32975
33143,Technology,region_13,Master's & above,m,other,1,31,3,6,0,77,0,15517
68373,Sales & Marketing,region_17,Master's & above,m,sourcing,1,44,3,12,0,54,0,38026
13773,Procurement,region_2,Master's & above,f,other,1,38,3,3,0,69,0,33678
64770,Sales & Marketing,region_7,Bachelor's,f,other,1,31,3,2,0,50,0,26581
24710,Finance,region_2,Bachelor's,m,other,1,37,4,5,0,59,0,15253
36720,Analytics,region_34,Bachelor's,m,sourcing,1,31,4,8,0,87,0,43462
8521,Analytics,region_15,Bachelor's,m,sourcing,1,40,3,4,0,84,0,46831
26112,Operations,region_22,Bachelor's,m,other,1,48,3,7,0,63,0,72779
5043,Procurement,region_7,Master's & above,f,sourcing,1,59,3,18,0,70,0,35871
68849,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,36,3,5,0,47,0,44375
60724,Procurement,region_23,Master's & above,f,other,1,39,3,13,0,70,0,149307
50663,Sales & Marketing,region_13,Bachelor's,m,other,1,25,,1,0,50,0,129823
74680,Technology,region_17,Bachelor's,f,other,2,32,3,6,0,77,0,104682
1748,Operations,region_20,Bachelor's,m,sourcing,1,27,5,3,0,58,0,24354
27385,Legal,region_7,Bachelor's,f,other,1,30,,1,0,58,1,37270
42185,Sales & Marketing,region_2,Bachelor's,m,referred,1,29,3,2,0,54,0,25804
6480,R&D,region_4,Master's & above,m,sourcing,1,44,5,7,0,84,0,128400
31502,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,28,2,3,0,51,0,132795
37883,Analytics,region_2,Master's & above,m,other,1,59,3,17,0,81,0,12663
54794,Finance,region_22,Bachelor's,m,other,4,32,3,7,0,60,0,69191
49714,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,31,5,7,0,50,0,76707
47593,Technology,region_17,Bachelor's,f,sourcing,1,32,5,3,0,80,0,13896
42671,Procurement,region_7,Bachelor's,m,sourcing,1,30,,1,0,64,0,23001
20827,R&D,region_2,Bachelor's,m,other,1,35,,1,0,87,0,11537
1605,Procurement,region_2,Bachelor's,f,other,1,28,3,6,0,70,0,48381
14742,Operations,region_3,Master's & above,m,other,1,45,4,7,0,95,1,69547
63431,Analytics,region_22,Bachelor's,m,referred,1,28,,1,0,87,0,85581
36010,Operations,region_15,,f,other,1,33,1,7,0,57,0,102855
11628,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,44,1,6,0,48,0,17914
51243,Sales & Marketing,region_10,Master's & above,m,sourcing,1,50,5,7,0,59,1,14076
40004,Operations,region_22,Bachelor's,m,other,1,31,3,7,0,64,0,40649
22590,Procurement,region_5,Bachelor's,m,other,1,37,2,2,0,66,0,126358
8380,Analytics,region_10,Master's & above,m,sourcing,1,31,3,5,0,82,0,32717
66014,Operations,region_14,Bachelor's,m,other,2,38,5,3,0,57,1,37927
48842,Sales & Marketing,region_22,Bachelor's,f,other,1,25,1,3,0,53,0,45436
5814,Procurement,region_2,Bachelor's,f,sourcing,1,59,2,20,0,66,0,18564
25095,Operations,region_22,Master's & above,f,other,1,37,5,8,0,58,0,28275
58275,Sales & Marketing,region_2,Master's & above,m,other,1,38,4,7,0,70,1,113050
33955,Sales & Marketing,region_15,,m,other,1,20,1,2,0,53,0,49364
55134,Sales & Marketing,region_4,Bachelor's,m,other,1,37,5,3,0,62,1,120591
71198,Sales & Marketing,region_11,Bachelor's,m,other,3,31,1,5,0,46,0,27200
57802,Operations,region_13,Bachelor's,f,sourcing,1,35,5,3,0,59,1,11980
12896,Sales & Marketing,region_2,Bachelor's,m,other,1,52,2,25,0,47,0,26319
44570,Operations,region_15,Master's & above,m,other,1,37,4,12,0,60,0,31032
513,Technology,region_25,Master's & above,m,sourcing,1,36,5,8,0,76,1,16103
54323,Legal,region_3,Bachelor's,m,other,1,29,1,3,0,63,0,32877
30908,Procurement,region_2,Master's & above,f,other,1,39,3,12,0,66,0,142608
38955,Technology,region_7,Master's & above,m,sourcing,1,33,1,3,0,81,0,26780
60142,Procurement,region_2,Master's & above,m,other,1,56,3,7,0,69,0,24329
55481,Operations,region_13,Master's & above,f,sourcing,1,43,2,5,0,58,0,47663
53805,Operations,region_27,Bachelor's,m,other,1,33,5,3,0,58,0,44616
58612,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,31,5,6,0,49,0,18096
71466,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,37,1,5,0,49,0,43188
44472,Sales & Marketing,region_2,Master's & above,f,other,1,42,5,4,0,53,0,95405
23270,Sales & Marketing,region_11,Bachelor's,m,other,1,29,5,4,0,51,0,38703
50815,Procurement,region_2,Bachelor's,f,other,1,32,1,5,0,73,0,14435
61585,Procurement,region_17,Master's & above,m,other,1,41,3,11,0,70,0,24640
45206,Sales & Marketing,region_31,Bachelor's,m,other,1,27,5,3,0,52,0,117997
24259,Procurement,region_15,Bachelor's,m,other,1,30,3,3,0,67,0,11977
15223,Finance,region_28,Bachelor's,m,other,1,30,3,5,0,62,0,25457
2123,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,26,3,2,0,58,1,13639
45952,Operations,region_15,Bachelor's,m,other,1,33,4,7,0,57,1,56760
53890,Sales & Marketing,region_5,,m,other,1,23,5,2,0,50,0,128717
74586,Sales & Marketing,region_1,Bachelor's,m,other,1,38,5,8,0,52,0,44879
70837,Finance,region_2,Below Secondary,m,other,2,24,5,2,0,62,1,111039
19740,HR,region_22,Bachelor's,f,other,1,27,5,4,0,48,0,17273
20819,Sales & Marketing,region_7,,m,other,1,32,4,8,0,50,0,21711
70235,Technology,region_26,Bachelor's,f,referred,2,25,4,2,0,79,0,122770
15170,Procurement,region_16,Bachelor's,f,other,1,36,4,7,0,70,0,39218
43502,Technology,region_8,Bachelor's,m,sourcing,2,26,3,2,0,79,0,60298
29474,Legal,region_22,Bachelor's,m,referred,1,29,4,2,0,60,0,43806
61481,Finance,region_2,Bachelor's,m,other,1,28,1,2,0,,0,26694
72224,Operations,region_22,Bachelor's,m,sourcing,1,38,1,4,0,,0,41910
76161,Operations,region_2,Bachelor's,f,sourcing,1,45,4,15,0,60,0,16955
29970,Procurement,region_10,Bachelor's,m,other,2,30,2,2,0,70,0,29491
3410,Sales & Marketing,region_2,,f,sourcing,1,38,2,2,0,51,0,69540
31457,Analytics,region_14,Bachelor's,m,sourcing,1,30,,1,0,86,0,30145
42470,Analytics,region_7,Master's & above,f,sourcing,1,35,5,10,0,81,0,49294
51623,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,25,3,2,0,46,0,22332
61246,Operations,region_31,Master's & above,f,sourcing,1,35,4,3,0,57,0,13928
61559,Technology,region_5,Bachelor's,m,other,2,32,3,7,0,78,0,29407
39046,Sales & Marketing,region_13,Bachelor's,f,other,1,30,4,7,0,49,0,19937
32748,Sales & Marketing,region_13,Master's & above,m,sourcing,2,33,3,9,0,53,0,27927
77975,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,38,3,11,0,43,0,79254
69271,Sales & Marketing,region_32,Bachelor's,m,other,1,32,1,4,0,47,0,144392
15457,Technology,region_2,Master's & above,m,other,1,36,3,10,0,74,1,17592
16461,Technology,region_27,Bachelor's,f,sourcing,1,30,3,5,0,79,0,49619
59091,Sales & Marketing,region_7,Master's & above,f,other,1,35,4,8,0,44,0,14497
37612,Technology,region_26,Master's & above,m,other,1,44,4,19,0,76,0,15264
39704,Sales & Marketing,region_22,Master's & above,m,other,1,36,1,7,0,50,0,98905
71800,Operations,region_2,Master's & above,f,other,1,41,3,5,0,,0,16644
68127,Technology,region_7,Master's & above,m,sourcing,1,31,1,4,0,81,0,41703
35297,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,25,1,2,0,48,0,48796
5217,Operations,region_32,Bachelor's,f,other,1,32,4,6,0,54,0,112715
44228,Operations,region_30,Bachelor's,f,other,1,31,4,4,0,60,0,12012
709,Sales & Marketing,region_2,Master's & above,f,sourcing,2,45,2,18,0,,0,33414
76305,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,48,3,5,0,48,0,91784
11055,Operations,region_4,Master's & above,f,sourcing,1,45,5,7,0,,0,20848
63563,Operations,region_31,Master's & above,f,other,1,33,5,6,0,62,0,42577
73269,Sales & Marketing,region_27,Bachelor's,m,other,1,33,4,7,0,56,1,34883
43138,HR,region_13,Bachelor's,m,other,1,25,3,2,0,48,0,91136
1987,Sales & Marketing,region_2,Bachelor's,m,other,1,36,5,4,0,44,0,26434
51279,HR,region_7,Bachelor's,m,sourcing,2,31,3,3,0,52,0,25829
63457,Sales & Marketing,region_3,Bachelor's,m,other,1,40,3,4,0,49,0,45977
26534,Technology,region_14,Bachelor's,f,sourcing,1,29,4,5,0,82,0,127458
30391,Technology,region_5,Master's & above,m,other,1,31,1,2,0,83,0,20716
14503,HR,region_31,Bachelor's,m,sourcing,1,32,5,2,0,54,0,30987
62270,Finance,region_7,Bachelor's,m,other,1,32,4,4,0,57,0,101146
43165,Operations,region_2,Bachelor's,f,other,1,35,3,5,0,59,0,42120
58611,Sales & Marketing,region_24,Bachelor's,m,other,1,24,3,2,0,52,0,26255
69481,Sales & Marketing,region_22,Master's & above,m,sourcing,2,33,2,5,0,48,0,48793
14207,Procurement,region_7,Master's & above,m,other,1,45,5,19,0,71,0,43200
19403,Sales & Marketing,region_17,Bachelor's,m,other,1,29,1,5,0,48,0,96106
53237,Operations,region_2,Bachelor's,f,other,4,34,4,7,0,56,1,44888
18460,Technology,region_14,Master's & above,m,other,1,45,3,16,0,78,1,78680
25512,Sales & Marketing,region_2,Master's & above,m,other,1,35,2,10,0,52,0,21453
74793,Sales & Marketing,region_7,Master's & above,m,sourcing,1,34,4,6,0,47,0,22520
20864,Technology,region_22,Master's & above,m,sourcing,1,33,4,10,0,79,0,16438
1330,Analytics,region_34,Bachelor's,m,sourcing,1,34,3,2,0,84,0,72391
5390,Operations,region_31,Master's & above,m,other,2,34,4,4,0,,0,49721
44946,Sales & Marketing,region_7,Bachelor's,f,other,1,33,4,3,0,49,0,13123
6005,Technology,region_2,Master's & above,m,other,1,43,3,4,0,79,0,68786
24400,Operations,region_21,Bachelor's,f,sourcing,1,27,,1,0,58,0,21707
3457,Operations,region_4,Bachelor's,f,other,1,34,1,2,0,58,0,36761
24070,Operations,region_31,Bachelor's,m,other,1,31,4,5,0,58,0,77020
3551,Finance,region_2,,f,sourcing,1,27,3,2,0,64,0,102696
66578,Sales & Marketing,region_19,Bachelor's,f,other,1,32,3,7,0,47,0,33506
44006,Sales & Marketing,region_2,,f,other,2,40,3,8,0,52,0,14007
14954,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,36,5,2,0,41,0,37311
52498,Technology,region_2,Bachelor's,m,other,1,20,3,2,0,76,0,123969
15141,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,36,5,5,0,49,0,14841
45084,Sales & Marketing,region_22,,m,other,1,25,2,3,0,54,0,39922
6420,Procurement,region_22,Master's & above,f,sourcing,1,36,5,5,0,65,0,43841
10438,Operations,region_31,Master's & above,m,sourcing,1,38,4,10,0,57,0,30084
67574,HR,region_31,Bachelor's,m,sourcing,1,27,5,4,0,47,0,93949
31214,Technology,region_10,Master's & above,m,other,1,36,3,7,0,83,0,41457
75951,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,42,2,14,0,54,0,35276
4753,HR,region_32,Bachelor's,m,other,1,27,,1,0,51,0,39041
47795,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,30,3,7,0,51,0,17041
66022,Sales & Marketing,region_9,Bachelor's,m,other,1,25,1,2,0,51,0,38266
77342,Sales & Marketing,region_31,,m,sourcing,1,23,,1,0,47,0,100108
32566,Procurement,region_2,Master's & above,m,sourcing,2,37,5,8,0,69,0,33545
49735,Sales & Marketing,region_5,Master's & above,m,sourcing,1,39,3,6,0,52,0,49787
50625,Technology,region_13,Bachelor's,m,sourcing,1,30,4,1,0,90,1,19992
6033,Procurement,region_2,Below Secondary,f,other,1,22,2,2,0,64,0,39054
48390,Finance,region_2,Master's & above,f,sourcing,1,39,4,6,0,62,0,19039
37292,Sales & Marketing,region_2,,f,sourcing,1,31,5,4,0,49,0,41266
58695,Operations,region_7,Bachelor's,m,other,1,31,3,1,0,56,0,76982
24740,Operations,region_26,Bachelor's,f,sourcing,1,25,1,3,0,,0,15820
32148,Sales & Marketing,region_12,Bachelor's,m,other,1,28,,1,0,53,1,22001
36442,Analytics,region_22,Bachelor's,f,other,1,31,1,5,0,86,0,80349
7892,Technology,region_7,Master's & above,f,other,1,45,5,3,1,90,1,13242
13208,Procurement,region_7,Bachelor's,m,other,1,31,5,3,0,72,0,13843
17820,Sales & Marketing,region_13,Bachelor's,m,other,1,56,2,11,0,48,0,39578
43542,Procurement,region_22,Bachelor's,f,other,1,28,4,2,0,68,0,12614
21636,Sales & Marketing,region_7,Bachelor's,m,other,1,44,1,15,0,48,0,11842
14666,Operations,region_23,Bachelor's,m,other,1,35,4,7,0,,0,12363
13179,Procurement,region_13,Bachelor's,f,other,1,25,1,2,0,73,0,24646
9083,Technology,region_27,Bachelor's,f,sourcing,1,27,2,3,0,79,0,81636
14424,Operations,region_22,Bachelor's,f,other,1,35,4,4,0,58,0,81672
34164,Finance,region_20,Bachelor's,m,other,1,27,4,4,0,56,0,24083
45938,Operations,region_31,Bachelor's,m,other,1,27,4,4,0,57,0,27047
68926,Analytics,region_15,Bachelor's,m,other,1,27,3,3,0,87,1,36398
1676,Procurement,region_2,Bachelor's,f,other,4,34,3,4,0,67,0,39928
67378,Legal,region_5,Bachelor's,m,other,2,31,5,3,0,59,0,20683
8807,Procurement,region_26,Bachelor's,m,sourcing,1,31,1,5,0,70,0,35084
26874,Sales & Marketing,region_4,Bachelor's,m,other,1,40,3,8,0,44,0,23402
38104,Technology,region_32,Bachelor's,f,other,1,26,,1,0,83,0,21992
552,Technology,region_7,Master's & above,f,other,1,35,1,10,0,81,0,41227
930,Technology,region_33,Bachelor's,f,other,1,36,3,9,0,74,0,15866
4439,Operations,region_22,Master's & above,f,other,1,57,5,15,0,64,0,24846
31554,Procurement,region_29,Bachelor's,m,sourcing,2,33,4,10,0,69,0,47860
65246,Technology,region_16,Bachelor's,f,other,1,29,4,1,0,78,1,11014
57473,Analytics,region_24,Bachelor's,m,sourcing,2,29,3,4,0,81,0,19837
51617,R&D,region_26,Bachelor's,m,other,1,31,3,3,0,84,0,43476
23570,Analytics,region_23,Master's & above,m,other,2,38,1,7,0,88,0,30756
19909,Analytics,region_22,Bachelor's,m,other,2,25,5,2,0,86,0,42952
26945,Sales & Marketing,region_28,Master's & above,m,sourcing,1,35,5,2,0,51,0,11622
43355,Operations,region_22,Bachelor's,f,sourcing,1,29,5,3,0,59,1,31337
62878,Sales & Marketing,region_5,Master's & above,m,other,1,39,3,11,1,93,1,110238
44791,HR,region_20,Bachelor's,f,sourcing,1,29,3,3,0,49,0,16585
22611,Operations,region_15,Bachelor's,m,other,1,36,4,3,0,57,0,126301
58615,Analytics,region_10,Master's & above,m,other,2,32,2,2,0,82,0,36219
31486,Sales & Marketing,region_27,Bachelor's,m,other,1,30,5,6,0,,0,23648
44884,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,32,4,4,0,48,0,15681
4984,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,30,3,4,0,56,1,72499
65231,Legal,region_31,Bachelor's,m,other,1,33,3,6,0,54,0,19443
64679,Operations,region_2,Bachelor's,m,sourcing,1,27,2,5,0,57,0,37858
64395,Operations,region_15,Master's & above,m,other,1,54,5,14,0,67,0,29770
32446,Operations,region_15,Bachelor's,m,other,1,36,5,3,0,64,1,138780
132,Sales & Marketing,region_28,Master's & above,m,other,1,45,2,14,0,49,0,25801
36769,R&D,region_15,Master's & above,m,other,1,38,3,4,0,85,0,45590
68161,Operations,region_31,Bachelor's,m,other,1,45,1,5,0,59,0,11763
12823,Technology,region_13,Bachelor's,f,other,1,25,,1,0,80,0,33072
10450,Operations,region_2,Bachelor's,m,other,1,48,5,2,0,59,0,36904
23586,Technology,region_27,Bachelor's,f,other,2,31,2,4,0,76,0,19379
57376,Technology,region_5,Bachelor's,m,other,1,30,4,2,0,82,0,26960
53278,Procurement,region_2,Master's & above,f,other,1,41,3,7,0,67,0,17863
51309,Procurement,region_17,Master's & above,f,other,1,35,5,6,1,94,1,66541
11049,Finance,region_2,Below Secondary,f,other,2,22,,1,0,60,0,29083
30919,Technology,region_1,Bachelor's,m,other,1,25,,1,0,77,0,142326
72171,Sales & Marketing,region_2,Bachelor's,m,other,2,43,3,13,0,47,0,31969
50218,Procurement,region_23,Master's & above,f,other,1,34,5,4,1,72,0,63609
37511,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,32,1,8,0,53,0,13684
42358,HR,region_13,Bachelor's,f,other,1,31,5,2,1,54,0,41059
53072,Analytics,region_28,,m,other,1,35,3,6,0,87,0,12215
19886,Operations,region_22,Bachelor's,m,sourcing,1,43,3,5,0,64,0,35786
67218,Procurement,region_16,Bachelor's,f,sourcing,1,32,3,5,0,65,0,146237
22644,Operations,region_32,Master's & above,m,sourcing,1,34,4,8,0,60,0,13875
68291,HR,region_7,Bachelor's,m,sourcing,1,41,3,16,0,51,0,44039
11468,Finance,region_2,Below Secondary,m,other,1,23,1,2,0,,0,25818
33723,HR,region_17,Master's & above,f,other,1,37,2,9,0,51,0,19861
12537,Procurement,region_16,Master's & above,f,sourcing,1,36,2,3,0,75,0,126170
22214,Operations,region_13,Master's & above,f,sourcing,1,35,3,9,0,63,0,31177
75251,R&D,region_14,Bachelor's,m,other,2,33,5,4,0,84,0,49714
26872,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,41,5,11,0,48,0,44060
72736,Sales & Marketing,region_24,Master's & above,m,sourcing,2,31,,1,0,48,0,43075
19510,Sales & Marketing,region_2,,m,other,1,34,4,8,0,58,1,60247
56448,Operations,region_13,Master's & above,m,other,1,43,2,6,0,57,0,40929
24178,Sales & Marketing,region_8,Bachelor's,m,other,1,24,,1,0,51,0,19742
31300,Operations,region_2,Bachelor's,m,sourcing,1,38,5,5,0,60,0,25540
29437,Operations,region_26,Master's & above,m,other,1,55,3,16,0,60,0,30607
46978,Technology,region_2,Bachelor's,m,referred,1,41,3,15,0,86,0,24450
41904,Sales & Marketing,region_16,Bachelor's,m,other,1,35,4,9,0,93,1,28948
37149,Technology,region_10,Bachelor's,f,other,1,28,3,3,0,83,0,27808
47701,Analytics,region_7,Master's & above,m,other,2,38,3,6,0,85,0,47532
12684,Technology,region_17,Bachelor's,m,other,1,26,5,4,0,84,1,81529
35597,Finance,region_32,Bachelor's,f,other,1,27,5,4,0,60,0,76286
71079,Analytics,region_30,,m,sourcing,1,28,2,2,0,84,0,85424
39621,Sales & Marketing,region_2,,m,other,1,25,1,3,0,53,0,46922
4608,Sales & Marketing,region_15,,m,other,1,35,5,9,0,47,0,18598
74396,Operations,region_7,Bachelor's,f,other,1,40,3,7,0,,0,34670
52521,Technology,region_31,Bachelor's,f,other,2,29,4,2,0,80,0,27727
65966,Technology,region_31,Bachelor's,m,other,1,43,3,5,0,76,0,17267
21857,Procurement,region_2,Bachelor's,f,other,1,50,1,19,0,68,0,13934
77931,Technology,region_15,Bachelor's,m,sourcing,1,28,1,3,0,77,0,112203
23446,Sales & Marketing,region_22,Bachelor's,m,other,2,25,3,3,0,50,0,34814
4027,Finance,region_14,Bachelor's,m,sourcing,1,29,5,6,0,59,0,23191
77653,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,25,5,3,0,51,0,17882
19479,Sales & Marketing,region_9,Bachelor's,m,other,1,33,2,6,0,52,0,26862
60312,Analytics,region_21,Bachelor's,m,other,1,28,3,2,0,81,0,25146
40131,Analytics,region_22,Bachelor's,m,sourcing,1,26,3,2,0,84,0,22731
66117,Operations,region_22,Master's & above,m,sourcing,2,43,5,16,0,59,0,112420
40491,HR,region_16,Bachelor's,f,sourcing,1,33,2,7,0,48,0,19210
40420,Operations,region_2,Master's & above,m,sourcing,1,40,3,10,0,60,0,16919
74977,Analytics,region_2,Bachelor's,m,other,1,37,3,4,0,88,0,20158
10609,Operations,region_32,Bachelor's,m,other,1,30,5,4,0,53,0,10137
40048,Finance,region_26,Bachelor's,m,sourcing,1,23,1,2,0,59,0,24017
72688,Sales & Marketing,region_15,Master's & above,m,other,1,28,1,4,0,50,0,43603
71136,Finance,region_22,Bachelor's,m,other,1,27,3,3,0,58,0,71321
70809,Sales & Marketing,region_28,Master's & above,m,other,2,36,3,3,0,65,1,29917
37592,Operations,region_27,Bachelor's,f,other,1,28,,1,0,,0,29574
67447,Sales & Marketing,region_7,Bachelor's,f,other,1,33,2,6,0,54,0,24327
1869,Technology,region_2,Bachelor's,m,sourcing,6,31,3,9,0,81,0,127701
56723,Sales & Marketing,region_26,Bachelor's,f,other,1,30,2,2,0,47,0,20299
24790,Operations,region_2,Master's & above,f,sourcing,1,40,5,5,0,55,0,40153
22048,Technology,region_2,Bachelor's,m,other,1,40,1,9,0,82,0,12370
13919,Operations,region_22,Master's & above,m,referred,1,36,3,4,0,55,0,35694
49128,Technology,region_7,Bachelor's,m,other,1,35,1,8,0,81,0,39992
2365,Analytics,region_2,Bachelor's,m,sourcing,2,33,3,6,0,83,0,29641
10895,Sales & Marketing,region_2,Master's & above,m,other,1,37,3,6,0,46,0,49305
49441,Sales & Marketing,region_22,Master's & above,f,other,1,40,3,3,0,49,0,131173
50083,Sales & Marketing,region_5,Bachelor's,m,other,1,42,5,13,0,49,0,10635
7027,Technology,region_17,Bachelor's,m,sourcing,1,27,,1,0,79,0,38037
6592,Sales & Marketing,region_28,Master's & above,f,other,1,34,5,8,0,52,0,142380
8750,Finance,region_22,Master's & above,m,sourcing,1,34,4,7,0,59,0,43785
56722,Sales & Marketing,region_1,Master's & above,m,other,1,36,5,4,0,47,1,48792
71990,Analytics,region_22,Bachelor's,m,sourcing,1,23,,1,0,85,0,18028
65368,Operations,region_2,Bachelor's,m,other,1,31,4,4,0,62,0,46803
48895,Operations,region_22,Bachelor's,m,other,2,34,5,2,0,,0,47759
31053,Sales & Marketing,region_27,Bachelor's,m,other,1,36,2,10,1,51,0,80708
75358,Analytics,region_27,Bachelor's,m,sourcing,1,32,4,4,0,83,0,35212
23456,Sales & Marketing,region_7,Bachelor's,f,other,1,34,5,8,0,49,0,11906
69289,Procurement,region_7,Bachelor's,f,sourcing,1,41,5,6,0,68,0,23045
71849,Sales & Marketing,region_15,Master's & above,m,other,3,38,1,5,0,52,0,101577
68547,Operations,region_15,Master's & above,m,sourcing,1,48,5,21,0,63,1,34476
9779,Sales & Marketing,region_2,Bachelor's,m,referred,1,32,4,3,0,69,1,42190
58580,Operations,region_29,Bachelor's,m,sourcing,1,34,3,2,0,62,0,28112
42764,HR,region_7,Master's & above,f,other,1,45,3,16,0,60,0,46022
66057,HR,region_2,Master's & above,m,sourcing,1,56,3,18,0,49,0,39727
22876,Sales & Marketing,region_7,Bachelor's,m,other,1,31,2,4,0,52,0,24280
65705,Sales & Marketing,region_13,Master's & above,f,other,1,33,3,9,0,47,0,77604
60003,Sales & Marketing,region_2,Bachelor's,m,other,2,32,4,4,0,49,0,107119
13024,Operations,region_2,Master's & above,f,sourcing,1,48,3,7,0,58,1,39695
22815,Sales & Marketing,region_2,Bachelor's,m,sourcing,3,31,2,3,0,48,0,14765
58032,Sales & Marketing,region_32,Bachelor's,m,other,2,34,3,9,0,50,0,20364
5044,Legal,region_7,Bachelor's,f,other,1,32,3,4,0,,0,31728
72339,Analytics,region_32,Bachelor's,m,other,1,32,2,6,1,84,0,22058
72479,Operations,region_33,Bachelor's,m,other,1,33,3,5,1,60,0,14905
34406,Sales & Marketing,region_2,Master's & above,m,sourcing,1,33,3,7,0,,0,22211
64649,Operations,region_27,,m,sourcing,1,26,3,3,0,59,0,20881
63273,Operations,region_8,Bachelor's,m,other,1,27,3,3,0,,0,30345
42352,Operations,region_15,Master's & above,m,sourcing,1,39,5,6,0,63,0,81445
24502,HR,region_2,Bachelor's,m,other,1,24,3,2,0,50,0,34119
6220,Operations,region_22,,m,other,1,29,5,4,0,63,0,40125
39339,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,54,1,17,0,47,0,64518
2893,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,33,1,2,0,48,0,32598
56818,Technology,region_2,Master's & above,m,other,1,39,5,10,0,78,1,35531
36082,Analytics,region_2,Master's & above,m,sourcing,1,41,3,10,0,82,0,28704
45371,Procurement,region_31,Bachelor's,f,other,1,33,4,9,0,69,0,15870
63419,Procurement,region_2,Bachelor's,f,other,1,36,1,9,0,68,0,39895
50805,Sales & Marketing,region_13,Bachelor's,m,other,1,47,3,6,0,47,0,57153
24791,Sales & Marketing,region_4,Bachelor's,m,other,1,28,,1,0,50,0,23496
6703,HR,region_2,Below Secondary,m,sourcing,1,21,5,2,0,50,0,21853
15686,Operations,region_17,Bachelor's,m,other,1,33,2,8,0,56,0,31037
59106,Operations,region_14,Master's & above,m,sourcing,1,49,5,15,0,69,0,15716
48503,Operations,region_2,Bachelor's,m,other,1,48,4,18,0,59,0,27458
22734,Procurement,region_12,Bachelor's,m,other,1,33,5,7,1,84,1,129765
45129,Procurement,region_7,Bachelor's,f,other,1,31,3,4,0,73,0,29136
55252,Sales & Marketing,region_6,Bachelor's,m,other,1,35,2,8,0,47,0,114893
72006,Operations,region_28,Bachelor's,f,other,2,37,3,13,0,56,0,37787
17224,HR,region_2,Bachelor's,f,other,1,39,4,9,0,52,0,47143
845,Sales & Marketing,region_1,Master's & above,m,other,1,34,5,3,0,53,0,135335
77570,Analytics,region_2,Bachelor's,m,other,1,42,3,3,0,84,0,39632
76424,Procurement,region_7,Bachelor's,f,other,1,29,3,3,0,74,0,29613
12191,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,28,,1,0,52,0,20484
12414,Analytics,region_27,Bachelor's,m,other,1,27,2,2,0,86,0,23664
21930,Operations,region_2,Master's & above,f,referred,1,43,5,6,0,58,0,48778
45793,Technology,region_23,Bachelor's,m,sourcing,2,32,3,5,0,84,0,123620
16346,Analytics,region_25,Master's & above,m,sourcing,1,34,3,7,0,84,0,25622
26630,Operations,region_2,Bachelor's,m,other,1,43,3,7,0,60,0,15934
23818,Operations,region_22,Master's & above,m,sourcing,1,60,3,18,0,63,0,117393
21455,Technology,region_22,Bachelor's,m,sourcing,2,30,4,8,0,81,0,40208
64234,Operations,region_4,Master's & above,f,sourcing,1,45,5,7,0,62,1,124596
68117,R&D,region_25,Master's & above,m,other,1,30,5,3,0,90,0,37590
28695,Operations,region_19,Bachelor's,m,other,2,33,2,4,0,57,0,10656
